"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
38, NCT04371276, Seroepidemiology of Viral Hepatitis in Hong Kong, , Enrolling by invitation, No Results Available, Viral Hepatitis, Other: No intervention, hepatitis B infection prevalence|hepatitis A immunity prevalence, Chinese University of Hong Kong, All, Child, Adult, Older Adult, , 3981, Other, Observational, Observational Model: Ecologic or Community|Time Perspective: Cross-Sectional, 17160962, September 1, 2018, July 31, 2021, May 31, 2022, May 1, 2020, , January 27, 2021, Prince of Wales Hospital, Hong Kong, Hong Kong, China, , https://ClinicalTrials.gov/show/NCT04371276
654, NCT02015403, To Compare The Efficacy Of N -Acetylcysteine and Standard Therapy Versus Standard Therapy In The Prevention Of Ischemic Hepatitis And Survival Post Upper GI Bleed, , Completed, No Results Available, Ischemic Hepatitis, Drug: Standard Care + NAC (N -ACETYLCYSTEINE)|Drug: Standard Care (in control arm), To study the efficacy of NAC (N -ACETYLCYSTEINE) in preventing ischemic hepatitis in cirrhotics with upper Gastrointestinal bleed.|To study effect of NAC (N -ACETYLCYSTEINE) infusion on 5 day survival post bleed.|To study incidence of complication like AKI (Acute Kidney Injury), HE(Hepatic Encepahlopathy) and SBP(Spontaneous Bacterial Peritonitis)., Institute of Liver and Biliary Sciences, India, All, 18 Years to 75 Years   (Adult, Older Adult), Not Applicable, 220, Other, Interventional, Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment, ILBS-IH-01, December 2013, May 2015, May 2015, December 19, 2013, , September 13, 2019, Institute of Liver & Biliary Sciences, New Delhi, Delhi, India, , https://ClinicalTrials.gov/show/NCT02015403
760, NCT00197158, Comparison of Monodose and Multidose Presentations of GSK Biologicals' Hepatitis B Vaccine in Terms of Immune Response, , Completed, No Results Available, Hepatitis B, Biological: Hepatitis B vaccine, Measurement of antibody concentrations to hepatitis B antigen at Month 7.|Measurement of antibody concentrations to hepatitis antigen at Months 1,2and6. Occurrence of solicited local symptoms and solicited general symptoms during the 4-day f/u period after vaccination. Occurrence, intensity and relationship to vaccination, GlaxoSmithKline, All, 18 Years and older   (Adult, Older Adult), Phase 4, 280, Industry, Interventional, Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single|Primary Purpose: Prevention, 104387, March 2005, December 2005, December 2005, September 20, 2005, , September 21, 2016, GSK Investigational Site, Wilrijk, Belgium, , https://ClinicalTrials.gov/show/NCT00197158
866, NCT03439488, A Study of Orally Administered JNJ-440 to Evaluate the Safety, Tolerability, and Pharmacokinetics After Single Ascending Doses Including Food Effect Evaluation; After Multi-Day Dosing in Healthy Participants; and After Multiple (Ascending) Doses in Participants With Chronic Hepatitis B, , Completed, No Results Available, Chronic Hepatitis B, Drug: JNJ-440|Drug: Placebo, Parts 1, 2, and 3: Number of Participants With Adverse Events (AEs) as a Measure of Safety and Tolerability|Parts 1, 2, and 3: Number of Participants With Clinically Significant Changes in Physical Examination (Body Weight Measurement and Skin Examination)|Parts 1, 2, and 3: Number of Participants With Clinically Significant Changes in Vital Signs|Parts 1, 2, and 3: Number of Participants With ECG Abnormalities|Parts 1, 2, and 3: Number of Participants With Holter Monitoring Abnormalities|Parts 1, 2, and 3: Number of Participants With Clinical Laboratory Abnormalities|Part 1: Maximum Observed Plasma Concentration (Cmax)|Part 1: Area Under the Plasma Concentration-Time Curve From Time Zero to Last Quantifiable Time (AUC [0-last])|Part 1: Area Under the Plasma Concentration-Time Curve From Time Zero to Infinite Time (AUC[0-infinity])|Part 3: Maximum Observed Plasma Concentration (Cmax)|Part 3: Observed Plasma Concentration From Time 0 to tau Hours Postdose (C[0-tau])|Part 3: Area Under the Curve From Time Zero to End of Dosing Interval (AUC[0-tau])|Part 1: Ratio of Cmax Values Between Test and Reference Ratio (Cmax, test/reference) for Different Dosage Forms|Part 1: Ratio of AUC(0-last) Values Between Test and Reference (Ratio AUC[0-last],test/reference) for Different Dosage Forms|Part 1: Ratio of AUC(0-infinity) Values Between Test and Reference (Ratio AUC[0-infinity], test/reference) for Different Dosage Forms|Part 1: Ratio of Cmax Values Between Fed and Fasted (Ratio Cmax, test/reference) Conditions|Part 1: Ratio of AUC(0-last) Values Between Fed and Fasted (Ratio AUC[0- last],test/reference)|Part 1: Ratio of AUC(0-infinity) Values Between Fed and Fasted (Ratio AUC[0-infinity], test/reference)|Part 3: Mean Change from Baseline in HBV DNA Levels|Part 3: Percentage of Participants with HBV DNA Levels and Undetectable HBV DNA|Part 3: Change From Baseline in Hepatitis B Surface Antigen (HBsAg) Levels|Part 3: Change From Baseline in Hepatitis B e Antigen (HBeAg) Levels|Part 3: Relationship Between Plasma Concentration and Antiviral Activity|Part 3: Relationship Between Plasma Concentration and Select AEs or Laboratory Changes|Part 3: Change From Baseline in HBV DNA (Antiviral Activity) in Chronic Hepatitis B (CHB) Participants with Sequence Variations in the HBV Genome|Part 3: Number of Participants with Emergence of Treatment Associated Mutations in the HBV Genome|Parts 1, 2, and 3: Relationship Between JNJ-440 Plasma Concentrations and Time-Matched Change from Baseline QTcF, Alios Biopharma Inc., All, 18 Years to 55 Years   (Adult), Phase 1, 130, Industry, Interventional, Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Other, JNJ-440-1301|2017-004657-17, March 26, 2018, October 10, 2019, October 10, 2019, February 20, 2018, , December 10, 2019, Seoul National University Hospital, Seoul, Korea, Republic of|Severance Hospital, Yonsei University Health System, Seoul, Korea, Republic of|Republican Clinical Hospital, Chisnau, Moldova, Republic of|Auckland Clinical Services, Auckland, New Zealand|Research Unit of Hepatitis and Liver Cancer, Department.Biochemistry, Faculty of Medicine King Chulalongkorn Memorial Hospital, Bangkok, Thailand|Srinagarind Hospital Department of Gastroenterology, Faculty of Medicine, Khon Kaen University, Khon Kaen, Thailand|Limited Liability Company "ARENSIA EXPLORATORY MEDICINE", Kapitanavka, Ukraine, , https://ClinicalTrials.gov/show/NCT03439488
1635, NCT00608192, HIV and Hepatitis Care Coordination in Methadone Treatment, , Completed, No Results Available, Hepatitis, Viral, Human|HIV Infections, Behavioral: Testing, Education, & Counseling (TEC)|Behavioral: Hepatitis Care Coordination (HCC), Vaccination adherence visits|Health Care Utilization Survey|Intervention Costs & Hepatitis Care Utilization: DATCAP, public and private health care system administrative databases|Hepatitis A Knowledge Test|Hepatitis B Knowledge Test|Hepatitis C Knowledge Test|HIV Knowledge Test|Risk Behavior Survey|Addiction Severity Index, University of California, San Francisco|National Institute on Drug Abuse (NIDA), All, 18 Years and older   (Adult, Older Adult), Not Applicable, 489, Other|NIH, Interventional, Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research, R01DA020781, January 2008, June 2011, June 2011, February 6, 2008, , January 16, 2013, San Francisco General Hospital Opiate Treatment Outpatient Program, San Francisco, California, United States|Beth Israel Medical Center Methadone Maintenance Program, New York, New York, United States, , https://ClinicalTrials.gov/show/NCT00608192
1695, NCT00689546, Acute Viral Hepatitis and Diabetes Mellitus, , Unknown status, No Results Available, Acute Viral Hepatitis|Diabetes Mellitus, , Duration of icteric hepatitis.|Development of complications|Mortality, All India Institute of Medical Sciences, New Delhi, All, 18 Years to 70 Years   (Adult, Older Adult), , 250, Other, Observational, Observational Model: Case-Control|Time Perspective: Prospective, KKS-AVH-2008, February 2007, , , June 3, 2008, , June 3, 2008, All India Institute Of Medical Sciences, New Delhi, Delhi, India, , https://ClinicalTrials.gov/show/NCT00689546
1729, NCT01446978, Three Doses of Hepatitis A Vaccine in Patients With Immunomodulating Drugs, , Unknown status, No Results Available, Vaccine Response Impaired, Biological: hepatitis A vaccine, seroconversion after the first dose/doses of hepatitis A vaccine|seroconversion rates after three doses of hepatitis A vaccine, Sormland County Council, Sweden, All, 18 Years and older   (Adult, Older Adult), Phase 2, 150, Other, Interventional, Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention, Rombo - 2, September 2011, August 2016, August 2016, October 5, 2011, , November 18, 2015, Dept infectious diseases, Eskilstuna, Sweden|Department of infectious diseases, Stockholm, Sweden|Dept infectious diseases, Uppsala, Sweden|Dept infectious diseases, Örebro, Sweden, , https://ClinicalTrials.gov/show/NCT01446978
1745, NCT01756794, Validation of the Procedure of Early Liver Transplantation in Alcoholic Hepatitis Resisting to Medical Treatment, QuickTrans, Completed, No Results Available, Alcoholic Hepatitis|Alcoholic Cirrhosis, Procedure: Liver transplantation, Non-inferiority of alcohol relapse in early liver transplantation for severe alcoholic hepatitis as compared to patients transplanted for alcoholic cirrhosis.|Validation of the survival benefit of transplanted patients as compared to non-transplanted patients with severe alcoholic hepatitis|Reproducibility of an algorithm of selection for candidates to liver transplantation|Incidence of alcohol relapse|Pattern of alcohol relapse in the two groups of transplanted patients, University Hospital, Lille|Ministry of Health, France, All, 18 Years and older   (Adult, Older Adult), Not Applicable, 284, Other, Interventional, Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment, 2010-26|2012-A00088-35, December 5, 2012, June 7, 2018, December 5, 2019, December 27, 2012, , April 2, 2020, UZA, Anvers, Edegem, Belgium|ULB, Erasme, Bruxelles, Belgium|Gent, Belgium|Hospital Sart Tilman, Liege, Belgium|Univesity hospital, Amiens, France|University hospital, Angers, France|University hospital, Besançon, France|Hôpital Jean Verdier (AH-HP), Bondy, France|University hospital, Brest, France|University hospital, Caen, France|Univesity hospital, Chambray les tours, France|Hospital Antoine Béclère (Assistance Publique des Hôpiaux de Paris), Clamart, France|Hôpital Beaujon (AH-HP), Clichy, France|Hôpital Henri Mondor (AP-HP), Créteil, France|University hospital, Dijon, France|University hospital, Grenoble, France|University hospital, Lille, France|University hospital, Lyon, France|University Hospital, Montpellier, France|University hospital, Nancy, France|University hospital, Nantes, France|University hospital, Nice, France|Hôpital Saint Antoine (AP-HP), Paris, France|Hôpital de la Pitié-Salpétrière (AP-HP), Paris, France|Hôpital Cochin (AH-HP), Paris, France|University Hospital, Pessac, France|University hospital, Poitiers, France|University hospital, Reims, France|University hospital, Rennes, France|University Hospital, Strasbourg, France|University hospital, Toulouse, France|Hôpital Paul Brousse (AH-HP), Villejuif, France, , https://ClinicalTrials.gov/show/NCT01756794
1746, NCT04222803, VIRal Hepatitis and GAllstone Disease Study, VIRGAD, Not yet recruiting, No Results Available, Gallstone Attack|Viral Hepatitis, , Association between ongoing viral hepatitis (i.e. hepatitis A, B, C or E virus infection) and ultrasound or computed tomography-verified gallstone disease|Association between ongoing hepatitis A virus infection and ultrasound or computed tomography-verified gallstone disease|Association between ongoing hepatitis B virus infection and ultrasound or computed tomography-verified gallstone disease|Association between ongoing hepatitis C virus infection and ultrasound or computed tomography-verified gallstone disease|Association between ongoing hepatitis E virus infection and ultrasound or computed tomography-verified gallstone disease, Göteborg University, All, 18 Years to 100 Years   (Adult, Older Adult), , 350, Other, Observational, Observational Model: Case-Control|Time Perspective: Prospective, VIRGAD, January 15, 2020, January 15, 2021, June 1, 2021, January 10, 2020, , January 18, 2020, , , https://ClinicalTrials.gov/show/NCT04222803
1900, NCT04612634, Evaluation of the Safety and Immunogenicity of Hepatitis A Vaccine, , Recruiting, No Results Available, Vaccination, Biological: Hepatitis A (Live) Vaccine, Freeze-dried produced by Changchun|Biological: Hepatitis A (Live) Vaccine, Freeze-dried produced by Zhejiang|Biological: Hepatitis A (Live) Vaccine, Freeze-dried produced by the Institute of Medical Biology, CAMS, Antibody Seroconversion rate|Antibody Geometric Mean Titer (GMT)|Adverse Events Incidence rate, China National Biotec Group Company Limited|Changchun Institute of Biological Products Co., Ltd.|Shaanxi Provincial Center for Disease Control and Prevention|Mianxian Center for Disease Control and Prevention|Yangxian Center for Disease Control and Prevention|Peking University, All, 18 Months to 24 Months   (Child), Phase 4, 450, Industry|Other, Interventional, Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Prevention, JGYM-2020-Ⅳ-01, November 2020, September 2021, November 2021, November 3, 2020, , November 3, 2020, Yangxian Center for Disease Control and Prevention, Hanzhong, Shaanxi, China|Mianxian Center for Disease Control and Prevention, Hanzhong, Shaanxi, China, , https://ClinicalTrials.gov/show/NCT04612634
1925, NCT02917577, Hepatitis A Vaccine Dosing Regimens Among Pediatric Rheumatology Patients on Immunosuppressive Therapy, , Recruiting, No Results Available, Autoimmune Rheumatologic Disease, Biological: Avaxim Pediatric®|Biological: Avaxim ® (adult), Hepatitis A antibodies titre, University of Calgary, All, 12 Years to 15 Years   (Child), Not Applicable, 60, Other, Interventional, Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention, HEP-2016, September 2016, December 2020, December 2020, September 28, 2016, , November 8, 2019, Alberta Children's Hospital/University of Calgary, Calgary, Alberta, Canada, , https://ClinicalTrials.gov/show/NCT02917577
2035, NCT01914744, Entecavir Versus Lamivudine for Preventing the Risk of Hepatitis B Reactivation in NHL, , Unknown status, No Results Available, Non-Hodgkin Lymphoma|Hepatitis B Reactivation, Drug: Entecavir|Drug: Lamivudine, Incidence rate of HBV reactivation|Incidence rate of hepatitis and HBV reactivation-related hepatitis|Incidence rate and median time of treatment delay due to hepatitis|Incidence rate and median time of HBV DNA level normalization, Fudan University, All, 18 Years to 80 Years   (Adult, Older Adult), Phase 2, 82, Other, Interventional, Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention, LMTG 13-03, February 2013, December 2015, December 2016, August 2, 2013, , August 2, 2013, Fudan University Cancer Hospital, Shanghai, Shanghai, China, , https://ClinicalTrials.gov/show/NCT01914744
2087, NCT01310062, The Development of Diagnostic Biomarker Panels for Hepatitis and Liver Cancer, , Unknown status, No Results Available, Hepatitis B,Chronic|Carcinoma,Hepatocellular, , , Ministry of Health, Malaysia|GeneNews Sdn Bhd, All, 21 Years and older   (Adult, Older Adult), , 1600, Other, Observational, Time Perspective: Cross-Sectional, 09-317-3991, August 2010, , August 2012, March 7, 2011, , March 7, 2011, Sultanah Bahiyah Hospital, Alor Star, Kedah, Malaysia|Queen Elizabeth Hospital, Kota Kinabalu, Sabah, Malaysia|Hospital Umum Kuching Sarawak, Kuching, Sarawak, Malaysia|Selayang Hospital, Selayang, Selangor, Malaysia|Kuala Lumpur Hospital, Kuala Lumpur, Wilayah Persekutuan, Malaysia|Island Hospital, Pulau Pinang, Malaysia|Lam Wah Ee Hospital, Pulau Pinang, Malaysia|Penang Hospital, Pulau Pinang, Malaysia, , https://ClinicalTrials.gov/show/NCT01310062
2108, NCT02082639, Immunogenicity and Safety Study of GlaxoSmithKline (GSK) Biologicals' Human Papillomavirus Vaccine (Cervarix™) When Co-administered With GSK Biologicals' Hepatitis A Vaccine (Havrix®) in Healthy Female Adolescents Aged 9-14 Years, , Withdrawn, No Results Available, Infections, Papillomavirus, Biological: Cervarix™|Biological: Havrix, Anti-HPV-16/18 seroconversion status in the HPV group and the HPV+HAV group|Anti-HPV-16/18 antibody titres in the HPV group and the HPV+HAV group|Anti-HAV seroconversion status in the HPV+HAV group and the HAV group|Anti-HAV antibody titres in the HPV+HAV group and the HAV group|Occurrence of any and Grade 3 solicited local symptoms (injection site pain, redness and swelling) in all study groups|Occurrence of any, Grade 3 and causally related to vaccination solicited general symptoms in all study groups|Occurrence of any, Grade 3 and causally related to vaccination unsolicited AEs in all study groups|Occurrence of any and causally related to vaccination serious adverse events (SAEs) in all groups|Occurrence of medically significant conditions (MSCs) in all groups|Occurrence of potential immune-mediated diseases (pIMDs) in all groups|Occurrence of pregnancies and pregnancy outcomes, GlaxoSmithKline, Female, 9 Years to 14 Years   (Child), Phase 3, 0, Industry, Interventional, Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention, 117099|2012-004378-24, February 2015, August 2015, November 2015, March 10, 2014, , July 20, 2015, , , https://ClinicalTrials.gov/show/NCT02082639
2150, NCT00155103, Effect of Polymorphisms in the IL-1 Gene Complex on the Development of Chronic Hepatitis and Hepatocellular Carcinoma, , Unknown status, No Results Available, Hepatitis B|Carcinoma, Hepatocellular|Polymorphism, Genetic, , , National Taiwan University Hospital|National Science Council, Taiwan, All, 18 Years and older   (Adult, Older Adult), , 1600, Other, Observational, Observational Model: Case-Control|Time Perspective: Retrospective, 9361700927|NSC 93-2314-B-002-226, August 2004, , , September 12, 2005, , March 21, 2007, Department of Medical Genetics; National Taiwan University Hospital, Taipei, Taiwan, , https://ClinicalTrials.gov/show/NCT00155103
2248, NCT01866072, Evaluation of Role of Transient Elastography (Fibroscan) in Differentiating Patients of Acute Severe Viral Hepatitis and Acute on Chronic Liver Failure, ACLF, Unknown status, No Results Available, Acute Severe Viral Hepatitis|Acute on Chronic Liver Failure, , Fibroscan value at admission|Fibroscan value at week 1|Fibroscan value at week 4, Sir Ganga Ram Hospital, All, 18 Years to 70 Years   (Adult, Older Adult), , 100, Other, Observational, Observational Model: Case-Control|Time Perspective: Prospective, EC/01/13/455, May 2013, November 2013, January 2014, May 31, 2013, , June 4, 2013, Department of Gastroenterology & Hepatology, Sir Ganga Ram Hospital, New Delhi, India, , https://ClinicalTrials.gov/show/NCT01866072
